id,hour_of_day,mean_hourly_steps
eu8A02K19NdVI9hISNwg,3,29.68
eu8A02K19NdVI9hISNwg,4,13.08
eu8A02K19NdVI9hISNwg,5,54.4
eu8A02K19NdVI9hISNwg,6,37.25
eu8A02K19NdVI9hISNwg,7,286.38
eu8A02K19NdVI9hISNwg,8,483.23
eu8A02K19NdVI9hISNwg,9,659.22
eu8A02K19NdVI9hISNwg,10,707.71
eu8A02K19NdVI9hISNwg,11,373.65
eu8A02K19NdVI9hISNwg,12,605.23
eu8A02K19NdVI9hISNwg,13,912.06
eu8A02K19NdVI9hISNwg,14,973.54
eu8A02K19NdVI9hISNwg,15,727.85
eu8A02K19NdVI9hISNwg,16,722.69
eu8A02K19NdVI9hISNwg,17,679.23
eu8A02K19NdVI9hISNwg,18,825.6
eu8A02K19NdVI9hISNwg,19,823.55
eu8A02K19NdVI9hISNwg,20,623.92
eu8A02K19NdVI9hISNwg,21,658.86
eu8A02K19NdVI9hISNwg,22,605.46
eu8A02K19NdVI9hISNwg,23,442.58
gQqdqi0cyd6QowISCMYe,0,53.88
gQqdqi0cyd6QowISCMYe,1,6.4
gQqdqi0cyd6QowISCMYe,2,5.18
gQqdqi0cyd6QowISCMYe,3,10.54
gQqdqi0cyd6QowISCMYe,4,15.14
gQqdqi0cyd6QowISCMYe,5,12.28
gQqdqi0cyd6QowISCMYe,6,129.46
gQqdqi0cyd6QowISCMYe,7,189.06
gQqdqi0cyd6QowISCMYe,8,782.6
gQqdqi0cyd6QowISCMYe,9,2745.43
gQqdqi0cyd6QowISCMYe,10,2059.43
gQqdqi0cyd6QowISCMYe,11,1875.52
gQqdqi0cyd6QowISCMYe,12,900.74
gQqdqi0cyd6QowISCMYe,13,661.14
gQqdqi0cyd6QowISCMYe,14,473.25
gQqdqi0cyd6QowISCMYe,15,353.66
gQqdqi0cyd6QowISCMYe,16,589.43
gQqdqi0cyd6QowISCMYe,17,403.2
gQqdqi0cyd6QowISCMYe,18,447.92
gQqdqi0cyd6QowISCMYe,19,390.31
gQqdqi0cyd6QowISCMYe,20,361.14
gQqdqi0cyd6QowISCMYe,21,186.37
gQqdqi0cyd6QowISCMYe,22,76.06
gQqdqi0cyd6QowISCMYe,23,114.82
k70sygMtUNxqzzcxJPoV,0,35.95
k70sygMtUNxqzzcxJPoV,1,10.6
k70sygMtUNxqzzcxJPoV,2,11.08
k70sygMtUNxqzzcxJPoV,3,12.26
k70sygMtUNxqzzcxJPoV,4,15.49
k70sygMtUNxqzzcxJPoV,5,14.82
k70sygMtUNxqzzcxJPoV,6,14.83
k70sygMtUNxqzzcxJPoV,7,401.97
k70sygMtUNxqzzcxJPoV,8,126.69
k70sygMtUNxqzzcxJPoV,9,409.31
k70sygMtUNxqzzcxJPoV,10,641.12
k70sygMtUNxqzzcxJPoV,11,860.57
k70sygMtUNxqzzcxJPoV,12,1056.17
k70sygMtUNxqzzcxJPoV,13,864.58
k70sygMtUNxqzzcxJPoV,14,1184.82
k70sygMtUNxqzzcxJPoV,15,1179.08
k70sygMtUNxqzzcxJPoV,16,702.08
k70sygMtUNxqzzcxJPoV,17,453.35
k70sygMtUNxqzzcxJPoV,18,441.37
k70sygMtUNxqzzcxJPoV,19,453.68
k70sygMtUNxqzzcxJPoV,20,289.95
k70sygMtUNxqzzcxJPoV,21,307.15
k70sygMtUNxqzzcxJPoV,22,277.29
k70sygMtUNxqzzcxJPoV,23,144.92
kAHdVVh3apB1b7IxFEQI,0,8.68
kAHdVVh3apB1b7IxFEQI,1,2.0
kAHdVVh3apB1b7IxFEQI,2,0.14
kAHdVVh3apB1b7IxFEQI,3,0.14
kAHdVVh3apB1b7IxFEQI,4,0.0
kAHdVVh3apB1b7IxFEQI,5,24.92
kAHdVVh3apB1b7IxFEQI,6,81.34
kAHdVVh3apB1b7IxFEQI,7,378.92
kAHdVVh3apB1b7IxFEQI,8,758.09
kAHdVVh3apB1b7IxFEQI,9,1141.85
kAHdVVh3apB1b7IxFEQI,10,977.69
kAHdVVh3apB1b7IxFEQI,11,1056.4
kAHdVVh3apB1b7IxFEQI,12,860.06
kAHdVVh3apB1b7IxFEQI,13,897.32
kAHdVVh3apB1b7IxFEQI,14,981.11
kAHdVVh3apB1b7IxFEQI,15,1254.34
kAHdVVh3apB1b7IxFEQI,16,1195.05
kAHdVVh3apB1b7IxFEQI,17,857.86
kAHdVVh3apB1b7IxFEQI,18,897.65
kAHdVVh3apB1b7IxFEQI,19,1078.88
kAHdVVh3apB1b7IxFEQI,20,307.0
kAHdVVh3apB1b7IxFEQI,21,161.52
kAHdVVh3apB1b7IxFEQI,22,120.14
kAHdVVh3apB1b7IxFEQI,23,74.95
lzpjy5BrssoDpOqbdefi,0,82.11
lzpjy5BrssoDpOqbdefi,1,43.45
lzpjy5BrssoDpOqbdefi,2,16.75
lzpjy5BrssoDpOqbdefi,3,21.55
lzpjy5BrssoDpOqbdefi,4,74.28
lzpjy5BrssoDpOqbdefi,5,68.52
lzpjy5BrssoDpOqbdefi,6,135.72
lzpjy5BrssoDpOqbdefi,7,508.86
lzpjy5BrssoDpOqbdefi,8,762.82
lzpjy5BrssoDpOqbdefi,9,937.85
lzpjy5BrssoDpOqbdefi,10,854.17
lzpjy5BrssoDpOqbdefi,11,774.2
lzpjy5BrssoDpOqbdefi,12,950.63
lzpjy5BrssoDpOqbdefi,13,696.52
lzpjy5BrssoDpOqbdefi,14,690.26
lzpjy5BrssoDpOqbdefi,15,865.57
lzpjy5BrssoDpOqbdefi,16,656.32
lzpjy5BrssoDpOqbdefi,17,990.6
lzpjy5BrssoDpOqbdefi,18,944.71
lzpjy5BrssoDpOqbdefi,19,545.37
lzpjy5BrssoDpOqbdefi,20,458.6
lzpjy5BrssoDpOqbdefi,21,263.43
lzpjy5BrssoDpOqbdefi,22,202.18
lzpjy5BrssoDpOqbdefi,23,193.14
n7y2Jw4TEEHXX3LFTTbC,0,31.49
n7y2Jw4TEEHXX3LFTTbC,1,29.14
n7y2Jw4TEEHXX3LFTTbC,2,15.91
n7y2Jw4TEEHXX3LFTTbC,3,12.0
n7y2Jw4TEEHXX3LFTTbC,4,10.32
n7y2Jw4TEEHXX3LFTTbC,5,41.91
n7y2Jw4TEEHXX3LFTTbC,6,106.06
n7y2Jw4TEEHXX3LFTTbC,7,219.02
n7y2Jw4TEEHXX3LFTTbC,8,356.97
n7y2Jw4TEEHXX3LFTTbC,9,378.74
n7y2Jw4TEEHXX3LFTTbC,10,320.68
n7y2Jw4TEEHXX3LFTTbC,11,345.4
n7y2Jw4TEEHXX3LFTTbC,12,309.62
n7y2Jw4TEEHXX3LFTTbC,13,279.03
n7y2Jw4TEEHXX3LFTTbC,14,308.23
n7y2Jw4TEEHXX3LFTTbC,15,388.95
n7y2Jw4TEEHXX3LFTTbC,16,358.8
n7y2Jw4TEEHXX3LFTTbC,17,426.43
n7y2Jw4TEEHXX3LFTTbC,18,345.23
n7y2Jw4TEEHXX3LFTTbC,19,404.78
n7y2Jw4TEEHXX3LFTTbC,20,338.55
n7y2Jw4TEEHXX3LFTTbC,21,298.71
n7y2Jw4TEEHXX3LFTTbC,22,148.49
n7y2Jw4TEEHXX3LFTTbC,23,125.98
nxzATvdfwQozwIKgrYZT,0,38.89
nxzATvdfwQozwIKgrYZT,1,26.86
nxzATvdfwQozwIKgrYZT,2,10.89
nxzATvdfwQozwIKgrYZT,3,15.05
nxzATvdfwQozwIKgrYZT,4,21.4
nxzATvdfwQozwIKgrYZT,5,23.57
nxzATvdfwQozwIKgrYZT,6,13.03
nxzATvdfwQozwIKgrYZT,7,26.55
nxzATvdfwQozwIKgrYZT,8,281.03
nxzATvdfwQozwIKgrYZT,9,242.17
nxzATvdfwQozwIKgrYZT,10,563.95
nxzATvdfwQozwIKgrYZT,11,896.08
nxzATvdfwQozwIKgrYZT,12,605.23
nxzATvdfwQozwIKgrYZT,13,840.22
nxzATvdfwQozwIKgrYZT,14,870.97
nxzATvdfwQozwIKgrYZT,15,1025.32
nxzATvdfwQozwIKgrYZT,16,835.46
nxzATvdfwQozwIKgrYZT,17,666.32
nxzATvdfwQozwIKgrYZT,18,868.69
nxzATvdfwQozwIKgrYZT,19,667.97
nxzATvdfwQozwIKgrYZT,20,396.94
nxzATvdfwQozwIKgrYZT,21,315.91
nxzATvdfwQozwIKgrYZT,22,273.89
nxzATvdfwQozwIKgrYZT,23,121.95
oTRgfIq5kzMZWSKOA7gP,0,952.52
oTRgfIq5kzMZWSKOA7gP,1,1762.69
oTRgfIq5kzMZWSKOA7gP,2,233.32
oTRgfIq5kzMZWSKOA7gP,3,49.95
oTRgfIq5kzMZWSKOA7gP,4,20.46
oTRgfIq5kzMZWSKOA7gP,5,29.95
oTRgfIq5kzMZWSKOA7gP,6,22.71
oTRgfIq5kzMZWSKOA7gP,7,186.97
oTRgfIq5kzMZWSKOA7gP,8,339.69
oTRgfIq5kzMZWSKOA7gP,9,330.74
oTRgfIq5kzMZWSKOA7gP,10,543.95
oTRgfIq5kzMZWSKOA7gP,11,503.25
oTRgfIq5kzMZWSKOA7gP,12,753.63
oTRgfIq5kzMZWSKOA7gP,13,1801.0
oTRgfIq5kzMZWSKOA7gP,14,1227.35
oTRgfIq5kzMZWSKOA7gP,15,1376.82
oTRgfIq5kzMZWSKOA7gP,16,2864.92
oTRgfIq5kzMZWSKOA7gP,17,2637.83
oTRgfIq5kzMZWSKOA7gP,18,948.52
oTRgfIq5kzMZWSKOA7gP,19,1131.98
oTRgfIq5kzMZWSKOA7gP,20,2871.62
oTRgfIq5kzMZWSKOA7gP,21,3280.32
oTRgfIq5kzMZWSKOA7gP,22,265.57
oTRgfIq5kzMZWSKOA7gP,23,292.92
oageyXcGFYKSnyZGwVmS,0,49.03
oageyXcGFYKSnyZGwVmS,1,18.12
oageyXcGFYKSnyZGwVmS,2,2.65
oageyXcGFYKSnyZGwVmS,3,1.91
oageyXcGFYKSnyZGwVmS,4,4.46
oageyXcGFYKSnyZGwVmS,5,4.72
oageyXcGFYKSnyZGwVmS,6,33.8
oageyXcGFYKSnyZGwVmS,7,217.65
oageyXcGFYKSnyZGwVmS,8,214.8
oageyXcGFYKSnyZGwVmS,9,222.31
oageyXcGFYKSnyZGwVmS,10,175.51
oageyXcGFYKSnyZGwVmS,11,260.58
oageyXcGFYKSnyZGwVmS,12,225.46
oageyXcGFYKSnyZGwVmS,13,202.26
oageyXcGFYKSnyZGwVmS,14,137.85
oageyXcGFYKSnyZGwVmS,15,172.78
oageyXcGFYKSnyZGwVmS,16,97.35
oageyXcGFYKSnyZGwVmS,17,180.57
oageyXcGFYKSnyZGwVmS,18,198.89
oageyXcGFYKSnyZGwVmS,19,98.58
oageyXcGFYKSnyZGwVmS,20,73.28
oageyXcGFYKSnyZGwVmS,21,92.52
oageyXcGFYKSnyZGwVmS,22,151.82
oageyXcGFYKSnyZGwVmS,23,183.8
oo4LXfWtioyFbeePXsJm,0,83.89
oo4LXfWtioyFbeePXsJm,1,33.86
oo4LXfWtioyFbeePXsJm,2,29.91
oo4LXfWtioyFbeePXsJm,3,21.22
oo4LXfWtioyFbeePXsJm,4,34.32
oo4LXfWtioyFbeePXsJm,5,108.15
oo4LXfWtioyFbeePXsJm,6,133.63
oo4LXfWtioyFbeePXsJm,7,110.91
oo4LXfWtioyFbeePXsJm,8,94.29
oo4LXfWtioyFbeePXsJm,9,141.29
oo4LXfWtioyFbeePXsJm,10,88.11
oo4LXfWtioyFbeePXsJm,11,106.35
oo4LXfWtioyFbeePXsJm,12,140.43
oo4LXfWtioyFbeePXsJm,13,647.25
oo4LXfWtioyFbeePXsJm,14,1143.35
oo4LXfWtioyFbeePXsJm,15,1522.23
oo4LXfWtioyFbeePXsJm,16,357.08
oo4LXfWtioyFbeePXsJm,17,251.71
oo4LXfWtioyFbeePXsJm,18,252.71
oo4LXfWtioyFbeePXsJm,19,216.02
oo4LXfWtioyFbeePXsJm,20,150.12
oo4LXfWtioyFbeePXsJm,21,98.15
oo4LXfWtioyFbeePXsJm,22,108.48
oo4LXfWtioyFbeePXsJm,23,122.35
pLVNGLsQBtGyQwo99cJG,0,35.43
pLVNGLsQBtGyQwo99cJG,1,6.74
pLVNGLsQBtGyQwo99cJG,2,6.92
pLVNGLsQBtGyQwo99cJG,3,3.71
pLVNGLsQBtGyQwo99cJG,4,15.02
pLVNGLsQBtGyQwo99cJG,5,352.85
pLVNGLsQBtGyQwo99cJG,6,1853.85
pLVNGLsQBtGyQwo99cJG,7,2109.8
pLVNGLsQBtGyQwo99cJG,8,1952.03
pLVNGLsQBtGyQwo99cJG,9,1700.86
pLVNGLsQBtGyQwo99cJG,10,1738.32
pLVNGLsQBtGyQwo99cJG,11,1699.92
pLVNGLsQBtGyQwo99cJG,12,2185.8
pLVNGLsQBtGyQwo99cJG,13,1950.46
pLVNGLsQBtGyQwo99cJG,14,1374.34
pLVNGLsQBtGyQwo99cJG,15,1287.12
pLVNGLsQBtGyQwo99cJG,16,1958.42
pLVNGLsQBtGyQwo99cJG,17,1364.06
pLVNGLsQBtGyQwo99cJG,18,504.2
pLVNGLsQBtGyQwo99cJG,19,299.72
pLVNGLsQBtGyQwo99cJG,20,243.68
pLVNGLsQBtGyQwo99cJG,21,120.78
pLVNGLsQBtGyQwo99cJG,22,231.26
pLVNGLsQBtGyQwo99cJG,23,67.03
sILWMetHezvT76YfI1G5,0,10.18
sILWMetHezvT76YfI1G5,1,8.46
sILWMetHezvT76YfI1G5,2,5.6
sILWMetHezvT76YfI1G5,3,6.32
sILWMetHezvT76YfI1G5,4,27.94
sILWMetHezvT76YfI1G5,5,309.15
sILWMetHezvT76YfI1G5,6,2135.72
sILWMetHezvT76YfI1G5,7,971.28
sILWMetHezvT76YfI1G5,8,1062.88
sILWMetHezvT76YfI1G5,9,2055.86
sILWMetHezvT76YfI1G5,10,1988.43
sILWMetHezvT76YfI1G5,11,2228.34
sILWMetHezvT76YfI1G5,12,1829.09
sILWMetHezvT76YfI1G5,13,1777.29
sILWMetHezvT76YfI1G5,14,1401.2
sILWMetHezvT76YfI1G5,15,1418.18
sILWMetHezvT76YfI1G5,16,1697.25
sILWMetHezvT76YfI1G5,17,1694.26
sILWMetHezvT76YfI1G5,18,1074.62
sILWMetHezvT76YfI1G5,19,766.68
sILWMetHezvT76YfI1G5,20,628.15
sILWMetHezvT76YfI1G5,21,225.6
sILWMetHezvT76YfI1G5,22,160.66
sILWMetHezvT76YfI1G5,23,66.94
sQ2Liyz6oglVZwmXUpqD,0,250.83
sQ2Liyz6oglVZwmXUpqD,1,101.32
sQ2Liyz6oglVZwmXUpqD,2,55.11
sQ2Liyz6oglVZwmXUpqD,3,51.43
sQ2Liyz6oglVZwmXUpqD,4,30.38
sQ2Liyz6oglVZwmXUpqD,5,39.83
sQ2Liyz6oglVZwmXUpqD,6,382.17
sQ2Liyz6oglVZwmXUpqD,7,749.23
sQ2Liyz6oglVZwmXUpqD,8,889.82
sQ2Liyz6oglVZwmXUpqD,9,818.18
sQ2Liyz6oglVZwmXUpqD,10,729.42
sQ2Liyz6oglVZwmXUpqD,11,692.26
sQ2Liyz6oglVZwmXUpqD,12,860.45
sQ2Liyz6oglVZwmXUpqD,13,988.29
sQ2Liyz6oglVZwmXUpqD,14,579.32
sQ2Liyz6oglVZwmXUpqD,15,414.69
sQ2Liyz6oglVZwmXUpqD,16,452.29
sQ2Liyz6oglVZwmXUpqD,17,730.34
sQ2Liyz6oglVZwmXUpqD,18,3092.23
sQ2Liyz6oglVZwmXUpqD,19,1337.4
sQ2Liyz6oglVZwmXUpqD,20,283.91
sQ2Liyz6oglVZwmXUpqD,21,204.8
sQ2Liyz6oglVZwmXUpqD,22,386.52
sQ2Liyz6oglVZwmXUpqD,23,268.97
tpSv5cFNAuAZocpVjtRq,0,34.31
tpSv5cFNAuAZocpVjtRq,1,70.09
tpSv5cFNAuAZocpVjtRq,2,1.29
tpSv5cFNAuAZocpVjtRq,3,0.15
tpSv5cFNAuAZocpVjtRq,4,0.0
tpSv5cFNAuAZocpVjtRq,5,0.34
tpSv5cFNAuAZocpVjtRq,6,0.0
tpSv5cFNAuAZocpVjtRq,7,335.03
tpSv5cFNAuAZocpVjtRq,8,1456.43
tpSv5cFNAuAZocpVjtRq,9,477.71
tpSv5cFNAuAZocpVjtRq,10,730.95
tpSv5cFNAuAZocpVjtRq,11,877.54
tpSv5cFNAuAZocpVjtRq,12,1303.71
tpSv5cFNAuAZocpVjtRq,13,780.38
tpSv5cFNAuAZocpVjtRq,14,605.89
tpSv5cFNAuAZocpVjtRq,15,775.74
tpSv5cFNAuAZocpVjtRq,16,679.4
tpSv5cFNAuAZocpVjtRq,17,1319.63
tpSv5cFNAuAZocpVjtRq,18,1297.71
tpSv5cFNAuAZocpVjtRq,19,1018.17
tpSv5cFNAuAZocpVjtRq,20,1857.78
tpSv5cFNAuAZocpVjtRq,21,504.83
tpSv5cFNAuAZocpVjtRq,22,213.6
tpSv5cFNAuAZocpVjtRq,23,172.03
uSl8CVo6O3S7z7jfsUvE,0,1.8
uSl8CVo6O3S7z7jfsUvE,1,0.0
uSl8CVo6O3S7z7jfsUvE,2,0.0
uSl8CVo6O3S7z7jfsUvE,3,0.0
uSl8CVo6O3S7z7jfsUvE,4,1.85
uSl8CVo6O3S7z7jfsUvE,5,0.58
uSl8CVo6O3S7z7jfsUvE,6,150.18
uSl8CVo6O3S7z7jfsUvE,7,339.09
uSl8CVo6O3S7z7jfsUvE,8,290.43
uSl8CVo6O3S7z7jfsUvE,9,220.38
uSl8CVo6O3S7z7jfsUvE,10,344.4
uSl8CVo6O3S7z7jfsUvE,11,323.23
uSl8CVo6O3S7z7jfsUvE,12,409.46
uSl8CVo6O3S7z7jfsUvE,13,514.25
uSl8CVo6O3S7z7jfsUvE,14,434.28
uSl8CVo6O3S7z7jfsUvE,15,437.91
uSl8CVo6O3S7z7jfsUvE,16,354.77
uSl8CVo6O3S7z7jfsUvE,17,475.05
uSl8CVo6O3S7z7jfsUvE,18,503.43
uSl8CVo6O3S7z7jfsUvE,19,834.4
uSl8CVo6O3S7z7jfsUvE,20,220.34
uSl8CVo6O3S7z7jfsUvE,21,300.65
uSl8CVo6O3S7z7jfsUvE,22,153.17
uSl8CVo6O3S7z7jfsUvE,23,40.46
uZniV5j84lqkhauqzW0H,0,121.02
uZniV5j84lqkhauqzW0H,1,72.05
uZniV5j84lqkhauqzW0H,2,59.4
uZniV5j84lqkhauqzW0H,3,44.98
uZniV5j84lqkhauqzW0H,4,46.05
uZniV5j84lqkhauqzW0H,5,48.54
uZniV5j84lqkhauqzW0H,6,82.17
uZniV5j84lqkhauqzW0H,7,418.42
uZniV5j84lqkhauqzW0H,8,256.05
uZniV5j84lqkhauqzW0H,9,400.18
uZniV5j84lqkhauqzW0H,10,380.72
uZniV5j84lqkhauqzW0H,11,345.75
uZniV5j84lqkhauqzW0H,12,810.82
uZniV5j84lqkhauqzW0H,13,964.11
uZniV5j84lqkhauqzW0H,14,1282.31
uZniV5j84lqkhauqzW0H,15,1130.23
uZniV5j84lqkhauqzW0H,16,1466.48
uZniV5j84lqkhauqzW0H,17,1332.92
uZniV5j84lqkhauqzW0H,18,897.94
uZniV5j84lqkhauqzW0H,19,798.8
uZniV5j84lqkhauqzW0H,20,816.32
uZniV5j84lqkhauqzW0H,21,441.29
uZniV5j84lqkhauqzW0H,22,352.65
uZniV5j84lqkhauqzW0H,23,355.09
vVQnOm7RwTNWbpMB7IgN,0,164.0
vVQnOm7RwTNWbpMB7IgN,1,94.55
vVQnOm7RwTNWbpMB7IgN,2,33.6
vVQnOm7RwTNWbpMB7IgN,3,22.69
vVQnOm7RwTNWbpMB7IgN,4,18.77
vVQnOm7RwTNWbpMB7IgN,5,41.28
vVQnOm7RwTNWbpMB7IgN,6,83.38
vVQnOm7RwTNWbpMB7IgN,7,93.88
vVQnOm7RwTNWbpMB7IgN,8,215.94
vVQnOm7RwTNWbpMB7IgN,9,518.89
vVQnOm7RwTNWbpMB7IgN,10,980.08
vVQnOm7RwTNWbpMB7IgN,11,1016.68
vVQnOm7RwTNWbpMB7IgN,12,897.78
vVQnOm7RwTNWbpMB7IgN,13,708.6
vVQnOm7RwTNWbpMB7IgN,14,910.15
vVQnOm7RwTNWbpMB7IgN,15,713.8
vVQnOm7RwTNWbpMB7IgN,16,719.97
vVQnOm7RwTNWbpMB7IgN,17,732.09
vVQnOm7RwTNWbpMB7IgN,18,561.74
vVQnOm7RwTNWbpMB7IgN,19,774.49
vVQnOm7RwTNWbpMB7IgN,20,773.54
vVQnOm7RwTNWbpMB7IgN,21,500.0
vVQnOm7RwTNWbpMB7IgN,22,200.97
vVQnOm7RwTNWbpMB7IgN,23,176.74
xmUwv4ktqWcxfGu9kjwC,0,133.62
xmUwv4ktqWcxfGu9kjwC,1,68.65
xmUwv4ktqWcxfGu9kjwC,2,43.97
xmUwv4ktqWcxfGu9kjwC,3,32.28
xmUwv4ktqWcxfGu9kjwC,4,21.89
xmUwv4ktqWcxfGu9kjwC,5,49.75
xmUwv4ktqWcxfGu9kjwC,6,96.94
xmUwv4ktqWcxfGu9kjwC,7,77.32
xmUwv4ktqWcxfGu9kjwC,8,63.68
xmUwv4ktqWcxfGu9kjwC,9,178.98
xmUwv4ktqWcxfGu9kjwC,10,211.89
xmUwv4ktqWcxfGu9kjwC,11,235.98
xmUwv4ktqWcxfGu9kjwC,12,281.34
xmUwv4ktqWcxfGu9kjwC,13,677.51
xmUwv4ktqWcxfGu9kjwC,14,1174.51
xmUwv4ktqWcxfGu9kjwC,15,2561.77
xmUwv4ktqWcxfGu9kjwC,16,3328.09
xmUwv4ktqWcxfGu9kjwC,17,2862.48
xmUwv4ktqWcxfGu9kjwC,18,1829.45
xmUwv4ktqWcxfGu9kjwC,19,1043.12
xmUwv4ktqWcxfGu9kjwC,20,720.62
xmUwv4ktqWcxfGu9kjwC,21,527.52
xmUwv4ktqWcxfGu9kjwC,22,405.03
xmUwv4ktqWcxfGu9kjwC,23,1935.12
yzEyOooxIdiVzKFPNnMM,0,47.74
yzEyOooxIdiVzKFPNnMM,1,8.6
yzEyOooxIdiVzKFPNnMM,2,10.37
yzEyOooxIdiVzKFPNnMM,3,9.29
yzEyOooxIdiVzKFPNnMM,4,7.95
yzEyOooxIdiVzKFPNnMM,5,12.92
yzEyOooxIdiVzKFPNnMM,6,183.83
yzEyOooxIdiVzKFPNnMM,7,936.22
yzEyOooxIdiVzKFPNnMM,8,438.12
yzEyOooxIdiVzKFPNnMM,9,442.95
yzEyOooxIdiVzKFPNnMM,10,604.48
yzEyOooxIdiVzKFPNnMM,11,816.46
yzEyOooxIdiVzKFPNnMM,12,1066.31
yzEyOooxIdiVzKFPNnMM,13,929.12
yzEyOooxIdiVzKFPNnMM,14,913.62
yzEyOooxIdiVzKFPNnMM,15,935.03
yzEyOooxIdiVzKFPNnMM,16,1345.82
yzEyOooxIdiVzKFPNnMM,17,1353.97
yzEyOooxIdiVzKFPNnMM,18,1326.03
yzEyOooxIdiVzKFPNnMM,19,660.72
yzEyOooxIdiVzKFPNnMM,20,285.95
yzEyOooxIdiVzKFPNnMM,21,343.46
yzEyOooxIdiVzKFPNnMM,22,280.95
yzEyOooxIdiVzKFPNnMM,23,126.03
